occurrenceID,type,basisOfRecord,occurrenceRemarks,individualCount,sex,lifeStage,behavior,occurrenceStatus,organismID,organismRemarks,eventID,samplingProtocol,eventDate,eventRemarks,locationID,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,identifiedBy,dateIdentified,identificationRemarks,identificationVerificationStatus,scientificName,kingdom,vernacularName
00d13810-471f-4e16-b237-b365e22adcbf,Event,MachineObservation,,1,undefined,adult,,present,,,ac911ed5-093c-4726-93a2-ed7aba2ddae5,"camera trap (motion detection) without bait",2018-06-22T11:04:08Z,"tags: Heverleebos",075737ee-a0f2-4e2d-b67e-7db7ddbfeb84,2018_3_1600,,50.83689,4.69752,WGS84,"Niko Boone",2018-09-26T08:42:58Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
02bb5d7c-3ce6-4415-9de9-e438a3d02d1a,Event,MachineObservation,,1,female,adult,,present,,,7e0fa581-9aa6-4a53-bdb3-57095c739329,"camera trap (motion detection) without bait",2018-06-21T04:32:32Z,"tags: Meerdaal Oost",54f1c369-fbb4-48cb-a290-3621d9b8a3e6,2018_3_956,,50.805,4.72667,WGS84,"Palma Iacobelli",2018-10-26T07:19:45Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
04f8baa3-adfa-404b-b972-16334734609d,Event,MachineObservation,,1,,,,present,,,dde4a152-fc90-4f17-836e-9b0c85789340,"camera trap (motion detection) without bait",2018-07-08T20:37:37Z,"tags: Meerdaal Oost",76c42412-9da7-41f2-9634-dd4ba1f1c327,2019_5_956,,50.805,4.72667,WGS84,"Joris Vernaillen",2019-08-30T13:08:01Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
068d6630-1018-4db9-99b5-b133636318f8,Event,MachineObservation,,1,undefined,undefined,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-16T02:17:16Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Palma Iacobelli",2018-11-15T09:54:20Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
07c90f15-5168-47bb-b927-c0132907085f,Event,MachineObservation,,1,male,adult,,present,,,4a2fb56a-dcf1-4373-8090-e91cde99832f,"camera trap (motion detection) without bait",2018-07-04T23:40:31Z,"tags: Meerdaal Oost",7cd880d5-0b63-4ea3-8678-b1191cc32a6e,2018_3_1173,,50.81397,4.73384,WGS84,"Palma Iacobelli",2018-11-19T11:53:06Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
0dd460e7-f4f3-4e90-9ec6-4a9eefd3555b,Event,MachineObservation,,1,undefined,juvenile,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-12T01:08:56Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Kathleen Vanhuyse",2018-08-18T19:16:39Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
0e445e3b-647f-400d-bc4e-7f5b511e1914,Event,MachineObservation,,1,female,juvenile,,present,,,7e0fa581-9aa6-4a53-bdb3-57095c739329,"camera trap (motion detection) without bait",2018-07-04T06:17:24Z,"tags: Meerdaal Oost",54f1c369-fbb4-48cb-a290-3621d9b8a3e6,2018_3_956,,50.805,4.72667,WGS84,"Palma Iacobelli",2018-10-26T07:36:49Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
0fa53352-30f0-4f0d-829b-c4a74dc9ee9a,Event,MachineObservation,,12,undefined,juvenile,,present,,,23945adb-0c21-441e-9de9-85d99faf3a92,"camera trap (motion detection) with food bait",2018-06-12T21:20:30Z,"apples as bait | tags: Meerdaal West",102e24cc-f0be-4d76-a0a7-207df901f59c,2018_3_751,,50.79618,4.66667,WGS84,"Kathleen Vanhuyse",2018-08-18T18:58:44Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
10d47dd4-8d8d-496a-a0bb-79e443c001bb,Event,MachineObservation,,1,female,juvenile,,present,,,4a2fb56a-dcf1-4373-8090-e91cde99832f,"camera trap (motion detection) without bait",2018-07-02T06:06:49Z,"tags: Meerdaal Oost",7cd880d5-0b63-4ea3-8678-b1191cc32a6e,2018_3_1173,,50.81397,4.73384,WGS84,"Palma Iacobelli",2018-11-19T11:52:11Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
10f5ff14-bb7a-49ee-a73f-c47afb5d128b,Event,MachineObservation,moederdier,1,female,undefined,,present,,,f9a655f1-d402-4bf4-a180-d38877f7e238,"camera trap (motion detection) without bait",2018-06-11T06:37:31Z,"tags: Meerdaal West",552b4792-3547-42ca-85d6-4fa5f0092fa8,2018_3_998,,50.80767,4.69119,WGS84,"Niko Boone",2018-10-10T14:42:05Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
122a337c-2b93-4fe0-b413-8e83d8339dcf,Event,MachineObservation,,1,male,adult,,present,,,880c2407-09a4-448b-b246-b3a04a322277,"camera trap (motion detection) without bait",2018-06-23T00:28:26Z,"tags: Heverleebos",f289e9b9-271e-4aa1-ab29-a16f8aa3ba87,2018_3_1563,,50.83431,4.69089,WGS84,"Niko Boone",2018-09-26T08:28:29Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
14331dd8-2f81-4542-a019-ba127179d3f4,Event,MachineObservation,,1,undefined,juvenile,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-05T01:09:17Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Kathleen Vanhuyse",2018-08-18T19:10:53Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
147a6cfc-4f22-40a8-ab78-252d5ec5d54f,Event,MachineObservation,,1,male,adult,,present,,,880c2407-09a4-448b-b246-b3a04a322277,"camera trap (motion detection) without bait",2018-06-06T02:04:27Z,"tags: Heverleebos",f289e9b9-271e-4aa1-ab29-a16f8aa3ba87,2018_3_1563,,50.83431,4.69089,WGS84,"Niko Boone",2018-09-26T08:19:20Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
1569d5e1-f9bf-436d-a1c3-438421beea15,Event,MachineObservation,,1,undefined,adult,,present,,,94f0d31f-a775-447e-ac74-715d6042e52e,"camera trap (motion detection) without bait",2018-06-20T04:14:46Z,"tags: Meerdaal West",82d0f36a-9783-49e5-b864-9994425d1dbb,2018_3_1046,,50.80958,4.67348,WGS84,"Palma Iacobelli",2018-11-15T10:30:08Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
16124a6d-ff84-4d62-8401-89bc9bda4e60,Event,MachineObservation,,1,female,undefined,,present,,,7e0fa581-9aa6-4a53-bdb3-57095c739329,"camera trap (motion detection) without bait",2018-07-09T16:15:33Z,"tags: Meerdaal Oost",54f1c369-fbb4-48cb-a290-3621d9b8a3e6,2018_3_956,,50.805,4.72667,WGS84,"Palma Iacobelli",2018-10-26T07:42:13Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
1711e5b3-4267-4ce1-a9ce-c9e31b60467e,Event,MachineObservation,,1,undefined,undefined,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-24T02:40:16Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Palma Iacobelli",2018-11-15T10:08:27Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
179556d9-115d-4dab-9443-8072fe29a5b2,Event,MachineObservation,,8,undefined,undefined,,present,,,562ce88f-0b02-41e5-9b5a-80b5e0b5b40e,"camera trap (motion detection) without bait",2018-07-07T04:44:58Z,"tags: Meerdaal Oost",2caebcc9-dc8a-4aee-acc8-9abb8f0a7edb,2018_3_909,,50.80273,4.73375,WGS84,"Palma Iacobelli",2018-10-25T14:20:58Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
19f4fd7f-3ce4-4fb2-80dc-865c2744bcf4,Event,MachineObservation,,1,undefined,adult,,present,,,ac911ed5-093c-4726-93a2-ed7aba2ddae5,"camera trap (motion detection) without bait",2018-06-11T13:23:03Z,"tags: Heverleebos",075737ee-a0f2-4e2d-b67e-7db7ddbfeb84,2018_3_1600,,50.83689,4.69752,WGS84,"Niko Boone",2018-09-26T08:41:54Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
1bf6ffef-cc1a-41a2-8b5f-c8a2620162de,Event,MachineObservation,,1,female,undefined,,present,,,63e66e2c-db46-4091-a180-aa35a76f1d37,"camera trap (motion detection) without bait",2018-06-26T20:45:49Z,"tags: Meerdaal Oost",e6143a98-ecfd-49fd-ab08-ddf7a5be5ce7,2018_3_1280,,50.81844,4.74097,WGS84,"Palma Iacobelli",2018-10-25T14:23:38Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
1f40ef3f-2661-4413-85b0-e1fa20efc7df,Event,MachineObservation,,2,,adult,,present,,,dde4a152-fc90-4f17-836e-9b0c85789340,"camera trap (motion detection) without bait",2018-07-12T04:54:54Z,"tags: Meerdaal Oost",76c42412-9da7-41f2-9634-dd4ba1f1c327,2019_5_956,,50.805,4.72667,WGS84,"Joris Vernaillen",2019-08-30T13:21:41Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
1f7b8cc4-d1bc-444e-92d4-7dbef0c352d3,Event,MachineObservation,,1,undefined,undefined,,present,,,4a2fb56a-dcf1-4373-8090-e91cde99832f,"camera trap (motion detection) without bait",2018-06-13T04:05:44Z,"tags: Meerdaal Oost",7cd880d5-0b63-4ea3-8678-b1191cc32a6e,2018_3_1173,,50.81397,4.73384,WGS84,"Jim Casaer",2018-10-23T13:39:30Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
1fd07152-cca8-4c62-938b-d9542f954ca9,Event,MachineObservation,"Kan eventueel ook smalree zijn",1,female,adult,,present,,,f9a655f1-d402-4bf4-a180-d38877f7e238,"camera trap (motion detection) without bait",2018-06-09T20:22:18Z,"tags: Meerdaal West",552b4792-3547-42ca-85d6-4fa5f0092fa8,2018_3_998,,50.80767,4.69119,WGS84,"Niko Boone",2018-10-10T14:40:10Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
205148e4-3f0a-452a-ae7b-0a6af8609820,Event,MachineObservation,,1,undefined,undefined,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-24T23:53:58Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Palma Iacobelli",2018-11-15T10:12:06Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
20ef0242-85b0-458c-b1e3-f69b238b8742,Event,MachineObservation,,1,undefined,undefined,,present,,,7e0fa581-9aa6-4a53-bdb3-57095c739329,"camera trap (motion detection) without bait",2018-06-18T04:43:32Z,"tags: Meerdaal Oost",54f1c369-fbb4-48cb-a290-3621d9b8a3e6,2018_3_956,,50.805,4.72667,WGS84,"Palma Iacobelli",2018-10-26T07:42:59Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
21d6e765-29cb-4bab-9c51-dc229e3a1a5e,Event,MachineObservation,,1,female,undefined,,present,,,63e66e2c-db46-4091-a180-aa35a76f1d37,"camera trap (motion detection) without bait",2018-06-20T08:06:01Z,"tags: Meerdaal Oost",e6143a98-ecfd-49fd-ab08-ddf7a5be5ce7,2018_3_1280,,50.81844,4.74097,WGS84,"Palma Iacobelli",2018-10-25T14:23:14Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
23566513-05a3-4dda-acb4-ca3988e37289,Event,MachineObservation,,1,male,undefined,,present,,,562ce88f-0b02-41e5-9b5a-80b5e0b5b40e,"camera trap (motion detection) without bait",2018-07-09T17:47:21Z,"tags: Meerdaal Oost",2caebcc9-dc8a-4aee-acc8-9abb8f0a7edb,2018_3_909,,50.80273,4.73375,WGS84,"Palma Iacobelli",2018-10-25T14:21:28Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
23813a5b-2f4a-4076-b766-a7eea7d4cba3,Event,MachineObservation,adult?,1,,,,present,,,68967df1-2a14-4180-83c7-bded3faf17d0,"camera trap (motion detection) without bait",2018-06-13T01:59:51Z,"tags: Meerdaal West",19e7d52d-3943-4350-be6b-542097796821,2018_3_760,,50.79651,4.69855,WGS84,"Palma Iacobelli",2018-11-12T15:45:45Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
26d52094-8ab2-422f-a94a-277ad147d2ba,Event,MachineObservation,,2,,,,present,,,dde4a152-fc90-4f17-836e-9b0c85789340,"camera trap (motion detection) without bait",2018-07-01T20:29:16Z,"tags: Meerdaal Oost",76c42412-9da7-41f2-9634-dd4ba1f1c327,2019_5_956,,50.805,4.72667,WGS84,"Joris Vernaillen",2019-08-30T11:50:03Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
27575e28-403b-42d6-a2b3-46d2af936bc4,Event,MachineObservation,,1,undefined,undefined,,present,,,4a2fb56a-dcf1-4373-8090-e91cde99832f,"camera trap (motion detection) without bait",2018-06-20T01:20:11Z,"tags: Meerdaal Oost",7cd880d5-0b63-4ea3-8678-b1191cc32a6e,2018_3_1173,,50.81397,4.73384,WGS84,"Palma Iacobelli",2018-11-19T11:40:15Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
28136a07-9439-4b8c-93b7-6a1770fe92a7,Event,MachineObservation,,1,,,,present,,,dde4a152-fc90-4f17-836e-9b0c85789340,"camera trap (motion detection) without bait",2018-07-06T02:02:33Z,"tags: Meerdaal Oost",76c42412-9da7-41f2-9634-dd4ba1f1c327,2019_5_956,,50.805,4.72667,WGS84,"Joris Vernaillen",2019-08-30T13:07:41Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
284d0521-96c4-4b0d-8307-1f68f8d2f940,Event,MachineObservation,pyjama,1,undefined,juvenile,,present,,,f9a655f1-d402-4bf4-a180-d38877f7e238,"camera trap (motion detection) without bait",2018-06-11T06:37:31Z,"tags: Meerdaal West",552b4792-3547-42ca-85d6-4fa5f0092fa8,2018_3_998,,50.80767,4.69119,WGS84,"Niko Boone",2018-10-10T14:42:19Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
28d3f942-df80-4c1d-9473-2f489d8e6c01,Event,MachineObservation,,1,undefined,juvenile,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-14T03:22:54Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Kathleen Vanhuyse",2018-08-18T19:23:54Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
2925aefe-91b7-4821-86b3-e156dec7b1e2,Event,MachineObservation,,1,,juvenile,,present,,,dde4a152-fc90-4f17-836e-9b0c85789340,"camera trap (motion detection) without bait",2018-07-14T05:37:50Z,"tags: Meerdaal Oost",76c42412-9da7-41f2-9634-dd4ba1f1c327,2019_5_956,,50.805,4.72667,WGS84,"Joris Vernaillen",2019-08-30T13:22:57Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
293b1417-8674-45ad-8377-2d4be12edf51,Event,MachineObservation,,1,undefined,juvenile,,present,,,7e0fa581-9aa6-4a53-bdb3-57095c739329,"camera trap (motion detection) without bait",2018-07-04T05:19:03Z,"tags: Meerdaal Oost",54f1c369-fbb4-48cb-a290-3621d9b8a3e6,2018_3_956,,50.805,4.72667,WGS84,"Niko Boone",2018-11-06T12:43:37Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
29de7d94-2dc3-4b1f-8bd5-75cc00408c26,Event,MachineObservation,,1,female,undefined,,present,,,68967df1-2a14-4180-83c7-bded3faf17d0,"camera trap (motion detection) without bait",2018-06-27T07:49:48Z,"tags: Meerdaal West",19e7d52d-3943-4350-be6b-542097796821,2018_3_760,,50.79651,4.69855,WGS84,"Palma Iacobelli",2018-11-12T16:01:24Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
2a72787e-422f-4358-ad94-e7a87e050e45,Event,MachineObservation,,1,female,undefined,,present,,,63e66e2c-db46-4091-a180-aa35a76f1d37,"camera trap (motion detection) without bait",2018-06-11T20:57:57Z,"tags: Meerdaal Oost",e6143a98-ecfd-49fd-ab08-ddf7a5be5ce7,2018_3_1280,,50.81844,4.74097,WGS84,"Palma Iacobelli",2018-10-25T14:22:18Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
2a9205f1-a750-4213-975e-78af981cbe5f,Event,MachineObservation,man?,1,female,adult,,present,,,7e0fa581-9aa6-4a53-bdb3-57095c739329,"camera trap (motion detection) without bait",2018-07-03T00:18:51Z,"tags: Meerdaal Oost",54f1c369-fbb4-48cb-a290-3621d9b8a3e6,2018_3_956,,50.805,4.72667,WGS84,"Niko Boone",2018-10-26T07:31:27Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
2b0fbc6d-0f3f-4749-ba5f-fbb0f25aa940,Event,MachineObservation,,3,female,undefined,,present,,,23945adb-0c21-441e-9de9-85d99faf3a92,"camera trap (motion detection) with food bait",2018-06-12T21:20:30Z,"apples as bait | tags: Meerdaal West",102e24cc-f0be-4d76-a0a7-207df901f59c,2018_3_751,,50.79618,4.66667,WGS84,"Kathleen Vanhuyse",2018-08-18T18:58:29Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
2b889ea1-6165-4da1-bf29-86762702b8e2,Event,MachineObservation,,1,female,adult,,present,,,4a2fb56a-dcf1-4373-8090-e91cde99832f,"camera trap (motion detection) without bait",2018-06-28T07:30:11Z,"tags: Meerdaal Oost",7cd880d5-0b63-4ea3-8678-b1191cc32a6e,2018_3_1173,,50.81397,4.73384,WGS84,"Palma Iacobelli",2018-11-19T11:46:07Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
2d34776b-c4f4-4223-8b39-f903c05f87d5,Event,MachineObservation,,6,undefined,juvenile,,present,,,68967df1-2a14-4180-83c7-bded3faf17d0,"camera trap (motion detection) without bait",2018-06-22T05:25:33Z,"tags: Meerdaal West",19e7d52d-3943-4350-be6b-542097796821,2018_3_760,,50.79651,4.69855,WGS84,"Palma Iacobelli",2018-11-12T15:52:26Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
2d993718-63a4-4c88-b1fe-ad235a1e42b5,Event,MachineObservation,,1,undefined,juvenile,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-03T21:47:31Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Kathleen Vanhuyse",2018-08-18T19:10:05Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
2e17bde4-e9d3-4378-a47f-bdd8fc7bb1d7,Event,MachineObservation,,1,undefined,juvenile,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-13T03:54:10Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Kathleen Vanhuyse",2018-08-18T19:23:39Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
2e3d2f5a-d2c7-4a70-86e6-3f7f774f59dc,Event,MachineObservation,,1,undefined,undefined,,present,,,89b1d091-e7ba-4254-9924-ee46bbd2a2b5,"camera trap (motion detection) without bait",2018-07-03T00:08:43Z,"tags: Meerdaal West",faea3ab8-58f7-4741-9acc-0291c2f69e5f,2018_3_1258,,50.81912,4.6634,WGS84,"Kathleen Vanhuyse",2018-08-18T19:27:36Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
303b65fe-a137-4fd3-bfe4-626780d8061a,Event,MachineObservation,,1,,,,present,,,7de2324a-9f15-42bb-a60f-152154da9262,"camera trap (motion detection) without bait",2018-06-29T10:39:49Z,"tags: Heverleebos",22edbc0b-7acc-4207-a681-c3149b63f87a,2018_3_1445,,50.82747,4.67711,WGS84,"Niko Boone",2018-09-26T08:45:57Z,"classification method: human",,"Canis lupus",Animalia,"gray wolf"
30499e6f-7551-459a-a5dc-ecf290d6055d,Event,MachineObservation,,1,undefined,undefined,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-27T02:43:48Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Palma Iacobelli",2018-11-15T10:13:05Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
307dd641-e140-4726-9a8e-4d7f9c31b646,Event,MachineObservation,,3,,,,present,,,dde4a152-fc90-4f17-836e-9b0c85789340,"camera trap (motion detection) without bait",2018-07-10T06:35:34Z,"tags: Meerdaal Oost",76c42412-9da7-41f2-9634-dd4ba1f1c327,2019_5_956,,50.805,4.72667,WGS84,"Joris Vernaillen",2019-08-30T13:09:06Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
30f03305-c998-4f63-9b30-eedfee720c52,Event,MachineObservation,,3,undefined,juvenile,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-12T23:18:20Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Kathleen Vanhuyse",2018-08-18T19:22:23Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
32b052be-900f-46ce-94f2-9753d6c30693,Event,MachineObservation,,1,undefined,undefined,,present,,,4a2fb56a-dcf1-4373-8090-e91cde99832f,"camera trap (motion detection) without bait",2018-06-22T22:52:11Z,"tags: Meerdaal Oost",7cd880d5-0b63-4ea3-8678-b1191cc32a6e,2018_3_1173,,50.81397,4.73384,WGS84,"Palma Iacobelli",2018-11-19T11:44:41Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
34c4efe4-1944-4a68-8efc-903f16cef14e,Event,MachineObservation,,1,undefined,juvenile,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-10T21:34:27Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Kathleen Vanhuyse",2018-08-18T19:16:20Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
352acabc-e8a2-48f6-a1ce-bca8d885e306,Event,MachineObservation,,1,male,undefined,,present,,,7e0fa581-9aa6-4a53-bdb3-57095c739329,"camera trap (motion detection) without bait",2018-06-25T06:43:27Z,"tags: Meerdaal Oost",54f1c369-fbb4-48cb-a290-3621d9b8a3e6,2018_3_956,,50.805,4.72667,WGS84,"Palma Iacobelli",2018-10-26T07:27:26Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
35a5c220-d2f5-4677-927b-252157b40204,Event,MachineObservation,,3,undefined,juvenile,,present,,,23945adb-0c21-441e-9de9-85d99faf3a92,"camera trap (motion detection) with food bait",2018-06-08T01:01:23Z,"apples as bait | tags: Meerdaal West",102e24cc-f0be-4d76-a0a7-207df901f59c,2018_3_751,,50.79618,4.66667,WGS84,"Kathleen Vanhuyse",2018-08-18T18:54:42Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
369cfd25-c7d6-4ec4-beb8-1a80a1c31f45,Event,MachineObservation,,1,female,adult,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-28T08:04:10Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Palma Iacobelli",2018-11-15T10:16:46Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
37303dd5-6088-4dae-b07b-ed06155644e3,Event,MachineObservation,,1,female,undefined,,present,,,23945adb-0c21-441e-9de9-85d99faf3a92,"camera trap (motion detection) with food bait",2018-06-18T00:36:56Z,"apples as bait | tags: Meerdaal West",102e24cc-f0be-4d76-a0a7-207df901f59c,2018_3_751,,50.79618,4.66667,WGS84,"Kathleen Vanhuyse",2018-08-18T19:01:10Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
375ae381-fd32-4201-98c0-3544079bab41,Event,MachineObservation,,1,male,adult,,present,,,f7991db5-01a3-4708-af89-4a5ff5c6a3f6,"camera trap (motion detection) without bait",2018-06-29T01:28:41Z,"tags: Heverleebos",208b7d32-78e4-4491-9153-d1dcbb230d9a,2018_3_1665,,50.84151,4.69538,WGS84,"Niko Boone",2018-09-25T13:29:02Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
